장벽	5.0
도시	5.0
고려대	5.0
참사	4.666666666666666
출근길	4.0
없다	4.0
투명	4.0
강연	4.0
취소	4.0
예산	3.333333333333333
박경석	3.333333333333333
적	3.333333333333333
대표	3.333333333333333
활동가	3.0
보장	3.0
아니다	3.0
왜	3.0
대규모	3.0
핼러윈	3.0
수	3.0
장관	3.0
조	3.0
규홍	3.0
경찰	2.6666666666666665
권리	2.6666666666666665
동권	2.6666666666666665
이태원	2.6666666666666665
버스	2.6666666666666665
정부	2.0
찾다	2.0
속	2.0
막다	2.0
마지막	2.0
기후	2.0
위기	2.0
시간	2.0
로	2.0
끝	2.0
또	2.0
슬기롭다	2.0
기자	2.0
생활	2.0
너머	2.0
서울시	2.0
집회	2.0
울	2.0
사회	2.0
복지	2.0
이상민	2.0
배치	2.0
해결	2.0
되다	2.0
이재명	2.0
시선	2.0
여론	2.0
학생	2.0
서울	2.0
주말	2.0
진보	2.0
불	2.0
손배	2.0
소송	2.0
사과	2.0
여성	2.0
넘다	2.0
이유	2.0
주환	2.0
선고	2.0
미루다	2.0
누	2.0
그렇다	2.0
합법	2.0
벗어나다	2.0
바꾸다	2.0
총	2.0
학	2.0
말	2.0
송치	1.3333333333333333
도심	1.3333333333333333
증액	1.3333333333333333
날	1.3333333333333333
문제	1.3333333333333333
혐오	1.3333333333333333
경찰청장	1.3333333333333333
심	1.3333333333333333
집유	1.3333333333333333
집행유예	1.3333333333333333
징역	1.3333333333333333
차별	1.3333333333333333
법원	1.3333333333333333
결정	1.3333333333333333
교통	1.3333333333333333
조정	1.3333333333333333
달라	1.3333333333333333
지나다	1.3333333333333333
검찰	1.0
만난	1.0
경청	1.0
위	1.0
돌입	1.0
이제	1.0
답	1.0
먹방	1.0
포르노	1.0
배우다	1.0
이성	1.0
내일	1.0
코로나	1.0
의심	1.0
증상	1.0
시	1.0
꼭	1.0
신	1.0
항원	1.0
검사	1.0
베를린	1.0
피해자	1.0
소통	1.0
재난	1.0
이뤄지다	1.0
한	1.0
주간	1.0
지켜보다	1.0
전문가	1.0
인	1.0
좌담	1.0
회	1.0
잃어버리다	1.0
국가	1.0
또다른	1.0
상주	1.0
누가	1.0
밀다	1.0
희생양	1.0
번의	1.0
원인	1.0
과	1.0
수면	1.0
거대하다	1.0
골짜기	1.0
버리다	1.0
ESC	1.0
애도	1.0
기간	1.0
내다	1.0
추모	1.0
막	1.0
저녁	1.0
소리	1.0
외침	1.0
린다	1.0
내년	1.0
예산안	1.0
늘리다	1.0
편성	1.0
더	1.0
지금	1.0
여기	1.0
우리	1.0
공감	1.0
부족하다	1.0
검색	1.0
폭증	1.0
이르다	1.0
안전	1.0
방지	1.0
초당	1.0
협력	1.0
민주당	1.0
대책	1.0
기구	1.0
구성	1.0
우려	1.0
만큼	1.0
인파	1.0
몰리	1.0
빵	1.0
인간	1.0
취재	1.0
후기	1.0
보이지	1.0
마주	1.0
선출	1.0
곳간	1.0
지기	1.0
권력	1.0
민주	1.0
통제	1.0
어떻다	1.0
커뮤니티	1.0
진짜	1.0
이기다	1.0
인터뷰	1.0
보수	1.0
상사	1.0
윤석열	1.0
퇴진	1.0
vs	1.0
구속	1.0
맞다	1.0
징역형	1.0
게	1.0
개월	1.0
빈곤	1.0
철폐	1.0
번째	1.0
서로	1.0
합의	1.0
하	1.0
지구	1.0
찾아가다	1.0
사법	1.0
처리	1.0
김광호	1.0
의향	1.0
묻다	1.0
국감	1.0
유레카	1.0
생명	1.0
자유	1.0
이란	1.0
포기	1.0
박민희	1.0
여적	1.0
멸종	1.0
저항	1.0
서	1.0
내기	1.0
미안하다	1.0
밖	1.0
장애물	1.0
최악	1.0
환승역	1.0
약자	1.0
고려	1.0
설계	1.0
필요하다	1.0
대도시	1.0
지역	1.0
격차	1.0
플랫	1.0
살인	1.0
스토킹	1.0
전씨	1.0
범위	1.0
후보	1.0
국민연금	1.0
개혁	1.0
논	1.0
지급	1.0
전제	1.0
방식	1.0
건보	1.0
무임	1.0
승차	1.0
송구	1.0
고대	1.0
칼날	1.0
돼다	1.0
열리다	1.0
대학	1.0
공론장	1.0
과대	1.0
졸업생	1.0
강의	1.0
연대	1.0
서명	1.0
나서다	1.0
통학	1.0
학생회	1.0
초청	1.0
사흘	1.0
원고	1.0
피고	1.0
직접행동	1.0
쇳밥일	1.0
천	1.0
현우	1.0
거두다	1.0
하청	1.0
노동자	1.0
향	1.0
연민	1.0
박주연	1.0
메타	1.0
뷰	1.0
VIEW	1.0
국회	1.0
정치인	1.0
마디	1.0
해달라다	1.0
정치가	1.0
책임지다	1.0
책상	1.0
물리다	1.0
칠레	1.0
헌법	1.0
쏠리다	1.0
눈	1.0
찬반	1.0
팽팽	1.0
국민투표	1.0
주호영	0.6666666666666666
이준석	0.6666666666666666
유튜버	0.6666666666666666
수능	0.6666666666666666
받다	0.6666666666666666
세대	0.6666666666666666
수사	0.6666666666666666
조사	0.6666666666666666
출근	0.6666666666666666
멈추다	0.6666666666666666
안	0.6666666666666666
통과	0.6666666666666666
것	0.6666666666666666
찾기	0.6666666666666666
보다	0.6666666666666666
빠지다	0.6666666666666666
매일	0.6666666666666666
사고	0.6666666666666666
많다	0.6666666666666666
운행	0.6666666666666666
방해	0.6666666666666666
기본권	0.6666666666666666
침해	0.6666666666666666
판결	0.6666666666666666
포토	0.6666666666666666
세계	0.6666666666666666
공사	0.6666666666666666
절차	0.6666666666666666
단독	0.6666666666666666
회부	0.6666666666666666
못	0.6666666666666666
시설	0.6666666666666666
논란	0.6666666666666666
예정	0.6666666666666666
재개	0.6666666666666666
지지	0.6666666666666666
불편	0.6666666666666666
뒤	0.6666666666666666
늘다	0.6666666666666666
삼각지역	0.6666666666666666
국회의사당역	0.6666666666666666
쉬다	0.6666666666666666
